countyname_fips,state,fipscounty,fy2023cbsa,fy2023cbsaname,ssa_code,state_name,countyname_rate
VERMILION,IL,17183,19180.0,"Danville, IL",14982,ILLINOIS,VERMILION
WABASH,IL,17185,,,14983,ILLINOIS,WABASH
WARREN,IL,17187,,,14984,ILLINOIS,WARREN
WASHINGTON,IL,17189,,,14985,ILLINOIS,WASHINGTON
WAYNE,IL,17191,,,14986,ILLINOIS,WAYNE
WHITE,IL,17193,,,14987,ILLINOIS,WHITE
WHITESIDE,IL,17195,,,14988,ILLINOIS,WHITESIDE
WILL,IL,17197,16984.0,"Chicago-Naperville-Evanston, IL",14989,ILLINOIS,WILL
WILLIAMSON,IL,17199,16060.0,"Carbondale-Marion, IL",14990,ILLINOIS,WILLIAMSON
WINNEBAGO,IL,17201,40420.0,"Rockford, IL",14991,ILLINOIS,WINNEBAGO
WOODFORD,IL,17203,37900.0,"Peoria, IL",14992,ILLINOIS,WOODFORD
STATEWIDE,IL,17990,,,,,
ADAMS,IN,18001,,,15000,INDIANA,ADAMS
ALLEN,IN,18003,23060.0,"Fort Wayne, IN",15010,INDIANA,ALLEN
BARTHOLOMEW,IN,18005,18020.0,"Columbus, IN",15020,INDIANA,BARTHOLOMEW
BENTON,IN,18007,29200.0,"Lafayette-West Lafayette, IN",15030,INDIANA,BENTON
BLACKFORD,IN,18009,,,15040,INDIANA,BLACKFORD
BOONE,IN,18011,26900.0,"Indianapolis-Carmel-Anderson, IN",15050,INDIANA,BOONE
BROWN,IN,18013,26900.0,"Indianapolis-Carmel-Anderson, IN",15060,INDIANA,BROWN
CARROLL,IN,18015,29200.0,"Lafayette-West Lafayette, IN",15070,INDIANA,CARROLL
CASS,IN,18017,,,15080,INDIANA,CASS
CLARK,IN,18019,31140.0,"Louisville/Jefferson County, KY-IN",15090,INDIANA,CLARK
CLAY,IN,18021,45460.0,"Terre Haute, IN",15100,INDIANA,CLAY
CLINTON,IN,18023,,,15110,INDIANA,CLINTON
CRAWFORD,IN,18025,,,15120,INDIANA,CRAWFORD
DAVIESS,IN,18027,,,15130,INDIANA,DAVIESS
DEARBORN,IN,18029,17140.0,"Cincinnati, OH-KY-IN",15140,INDIANA,DEARBORN
DECATUR,IN,18031,,,15150,INDIANA,DECATUR
DE KALB,IN,18033,,,15160,INDIANA,DE KALB
DELAWARE,IN,18035,34620.0,"Muncie, IN",15170,INDIANA,DELAWARE
DUBOIS,IN,18037,,,15180,INDIANA,DUBOIS
ELKHART,IN,18039,21140.0,"Elkhart-Goshen, IN",15190,INDIANA,ELKHART
FAYETTE,IN,18041,,,15200,INDIANA,FAYETTE
FLOYD,IN,18043,31140.0,"Louisville/Jefferson County, KY-IN",15210,INDIANA,FLOYD
FOUNTAIN,IN,18045,,,15220,INDIANA,FOUNTAIN
FRANKLIN,IN,18047,17140.0,"Cincinnati, OH-KY-IN",15230,INDIANA,FRANKLIN
FULTON,IN,18049,,,15240,INDIANA,FULTON
GIBSON,IN,18051,,,15250,INDIANA,GIBSON
GRANT,IN,18053,,,15260,INDIANA,GRANT
GREENE,IN,18055,,,15270,INDIANA,GREENE
HAMILTON,IN,18057,26900.0,"Indianapolis-Carmel-Anderson, IN",15280,INDIANA,HAMILTON
HANCOCK,IN,18059,26900.0,"Indianapolis-Carmel-Anderson, IN",15290,INDIANA,HANCOCK
HARRISON,IN,18061,31140.0,"Louisville/Jefferson County, KY-IN",15300,INDIANA,HARRISON
HENDRICKS,IN,18063,26900.0,"Indianapolis-Carmel-Anderson, IN",15310,INDIANA,HENDRICKS
HENRY,IN,18065,,,15320,INDIANA,HENRY
HOWARD,IN,18067,29020.0,"Kokomo, IN",15330,INDIANA,HOWARD
HUNTINGTON,IN,18069,,,15340,INDIANA,HUNTINGTON
JACKSON,IN,18071,,,15350,INDIANA,JACKSON
JASPER,IN,18073,23844.0,"Gary, IN",15360,INDIANA,JASPER
JAY,IN,18075,,,15370,INDIANA,JAY
JEFFERSON,IN,18077,,,15380,INDIANA,JEFFERSON
JENNINGS,IN,18079,,,15390,INDIANA,JENNINGS
JOHNSON,IN,18081,26900.0,"Indianapolis-Carmel-Anderson, IN",15400,INDIANA,JOHNSON
KNOX,IN,18083,,,15410,INDIANA,KNOX
KOSCIUSKO,IN,18085,,,15420,INDIANA,KOSCIUSKO
LAGRANGE,IN,18087,,,15430,INDIANA,LAGRANGE
LAKE,IN,18089,23844.0,"Gary, IN",15440,INDIANA,LAKE
LA PORTE,IN,18091,33140.0,"Michigan City-La Porte, IN",15450,INDIANA,LA PORTE
LAWRENCE,IN,18093,,,15460,INDIANA,LAWRENCE
MADISON,IN,18095,26900.0,"Indianapolis-Carmel-Anderson, IN",15470,INDIANA,MADISON
MARION,IN,18097,26900.0,"Indianapolis-Carmel-Anderson, IN",15480,INDIANA,MARION
MARSHALL,IN,18099,,,15490,INDIANA,MARSHALL
MARTIN,IN,18101,,,15500,INDIANA,MARTIN
MIAMI,IN,18103,,,15510,INDIANA,MIAMI
MONROE,IN,18105,14020.0,"Bloomington, IN",15520,INDIANA,MONROE
MONTGOMERY,IN,18107,,,15530,INDIANA,MONTGOMERY
MORGAN,IN,18109,26900.0,"Indianapolis-Carmel-Anderson, IN",15540,INDIANA,MORGAN
NEWTON,IN,18111,23844.0,"Gary, IN",15550,INDIANA,NEWTON
NOBLE,IN,18113,,,15560,INDIANA,NOBLE
OHIO,IN,18115,17140.0,"Cincinnati, OH-KY-IN",15570,INDIANA,OHIO
ORANGE,IN,18117,,,15580,INDIANA,ORANGE
OWEN,IN,18119,14020.0,"Bloomington, IN",15590,INDIANA,OWEN
PARKE,IN,18121,45460.0,"Terre Haute, IN",15600,INDIANA,PARKE
PERRY,IN,18123,,,15610,INDIANA,PERRY
PIKE,IN,18125,,,15620,INDIANA,PIKE
PORTER,IN,18127,23844.0,"Gary, IN",15630,INDIANA,PORTER
POSEY,IN,18129,21780.0,"Evansville, IN-KY",15640,INDIANA,POSEY
PULASKI,IN,18131,,,15650,INDIANA,PULASKI
PUTNAM,IN,18133,26900.0,"Indianapolis-Carmel-Anderson, IN",15660,INDIANA,PUTNAM
RANDOLPH,IN,18135,,,15670,INDIANA,RANDOLPH
RIPLEY,IN,18137,,,15680,INDIANA,RIPLEY
RUSH,IN,18139,,,15690,INDIANA,RUSH
ST. JOSEPH,IN,18141,43780.0,"South Bend-Mishawaka, IN-MI",15700,INDIANA,ST. JOSEPH
SCOTT,IN,18143,,,15710,INDIANA,SCOTT
SHELBY,IN,18145,26900.0,"Indianapolis-Carmel-Anderson, IN",15720,INDIANA,SHELBY
SPENCER,IN,18147,,,15730,INDIANA,SPENCER
STARKE,IN,18149,,,15740,INDIANA,STARKE
STEUBEN,IN,18151,,,15750,INDIANA,STEUBEN
SULLIVAN,IN,18153,45460.0,"Terre Haute, IN",15760,INDIANA,SULLIVAN
SWITZERLAND,IN,18155,,,15770,INDIANA,SWITZERLAND
TIPPECANOE,IN,18157,29200.0,"Lafayette-West Lafayette, IN",15780,INDIANA,TIPPECANOE
TIPTON,IN,18159,,,15790,INDIANA,TIPTON
UNION,IN,18161,17140.0,"Cincinnati, OH-KY-IN",15800,INDIANA,UNION
VANDERBURGH,IN,18163,21780.0,"Evansville, IN-KY",15810,INDIANA,VANDERBURGH
VERMILLION,IN,18165,45460.0,"Terre Haute, IN",15820,INDIANA,VERMILLION
VIGO,IN,18167,45460.0,"Terre Haute, IN",15830,INDIANA,VIGO
WABASH,IN,18169,,,15840,INDIANA,WABASH
WARREN,IN,18171,29200.0,"Lafayette-West Lafayette, IN",15850,INDIANA,WARREN
WARRICK,IN,18173,21780.0,"Evansville, IN-KY",15860,INDIANA,WARRICK
WASHINGTON,IN,18175,31140.0,"Louisville/Jefferson County, KY-IN",15870,INDIANA,WASHINGTON
WAYNE,IN,18177,,,15880,INDIANA,WAYNE
WELLS,IN,18179,,,15890,INDIANA,WELLS
WHITE,IN,18181,,,15900,INDIANA,WHITE
WHITLEY,IN,18183,23060.0,"Fort Wayne, IN",15910,INDIANA,WHITLEY
STATEWIDE,IN,18990,,,,,
ADAIR,IA,19001,,,16000,IOWA,ADAIR
ADAMS,IA,19003,,,16010,IOWA,ADAMS
ALLAMAKEE,IA,19005,,,16020,IOWA,ALLAMAKEE
APPANOOSE,IA,19007,,,16030,IOWA,APPANOOSE
AUDUBON,IA,19009,,,16040,IOWA,AUDUBON
BENTON,IA,19011,16300.0,"Cedar Rapids, IA",16050,IOWA,BENTON
BLACK HAWK,IA,19013,47940.0,"Waterloo-Cedar Falls, IA",16060,IOWA,BLACK HAWK
BOONE,IA,19015,11180.0,"Ames, IA",16070,IOWA,BOONE
BREMER,IA,19017,47940.0,"Waterloo-Cedar Falls, IA",16080,IOWA,BREMER
BUCHANAN,IA,19019,,,16090,IOWA,BUCHANAN
BUENA VISTA,IA,19021,,,16100,IOWA,BUENA VISTA
BUTLER,IA,19023,,,16110,IOWA,BUTLER
CALHOUN,IA,19025,,,16120,IOWA,CALHOUN
CARROLL,IA,19027,,,16130,IOWA,CARROLL
CASS,IA,19029,,,16140,IOWA,CASS
CEDAR,IA,19031,,,16150,IOWA,CEDAR
CERRO GORDO,IA,19033,,,16160,IOWA,CERRO GORDO
CHEROKEE,IA,19035,,,16170,IOWA,CHEROKEE
CHICKASAW,IA,19037,,,16180,IOWA,CHICKASAW
CLARKE,IA,19039,,,16190,IOWA,CLARKE
CLAY,IA,19041,,,16200,IOWA,CLAY
CLAYTON,IA,19043,,,16210,IOWA,CLAYTON
CLINTON,IA,19045,,,16220,IOWA,CLINTON
CRAWFORD,IA,19047,,,16230,IOWA,CRAWFORD
DALLAS,IA,19049,19780.0,"Des Moines-West Des Moines, IA",16240,IOWA,DALLAS
DAVIS,IA,19051,,,16250,IOWA,DAVIS
DECATUR,IA,19053,,,16260,IOWA,DECATUR
DELAWARE,IA,19055,,,16270,IOWA,DELAWARE
DES MOINES,IA,19057,,,16280,IOWA,DES MOINES
DICKINSON,IA,19059,,,16290,IOWA,DICKINSON
DUBUQUE,IA,19061,20220.0,"Dubuque, IA",16300,IOWA,DUBUQUE
EMMET,IA,19063,,,16310,IOWA,EMMET
FAYETTE,IA,19065,,,16320,IOWA,FAYETTE
FLOYD,IA,19067,,,16330,IOWA,FLOYD
FRANKLIN,IA,19069,,,16340,IOWA,FRANKLIN
FREMONT,IA,19071,,,16350,IOWA,FREMONT
GREENE,IA,19073,,,16360,IOWA,GREENE
GRUNDY,IA,19075,47940.0,"Waterloo-Cedar Falls, IA",16370,IOWA,GRUNDY
GUTHRIE,IA,19077,19780.0,"Des Moines-West Des Moines, IA",16380,IOWA,GUTHRIE
HAMILTON,IA,19079,,,16390,IOWA,HAMILTON
HANCOCK,IA,19081,,,16400,IOWA,HANCOCK
HARDIN,IA,19083,,,16410,IOWA,HARDIN
HARRISON,IA,19085,36540.0,"Omaha-Council Bluffs, NE-IA",16420,IOWA,HARRISON
HENRY,IA,19087,,,16430,IOWA,HENRY
HOWARD,IA,19089,,,16440,IOWA,HOWARD
HUMBOLDT,IA,19091,,,16450,IOWA,HUMBOLDT
IDA,IA,19093,,,16460,IOWA,IDA
IOWA,IA,19095,,,16470,IOWA,IOWA
JACKSON,IA,19097,,,16480,IOWA,JACKSON
JASPER,IA,19099,19780.0,"Des Moines-West Des Moines, IA",16490,IOWA,JASPER
JEFFERSON,IA,19101,,,16500,IOWA,JEFFERSON
JOHNSON,IA,19103,26980.0,"Iowa City, IA",16510,IOWA,JOHNSON
JONES,IA,19105,16300.0,"Cedar Rapids, IA",16520,IOWA,JONES
KEOKUK,IA,19107,,,16530,IOWA,KEOKUK
KOSSUTH,IA,19109,,,16540,IOWA,KOSSUTH
LEE,IA,19111,,,16550,IOWA,LEE
LINN,IA,19113,16300.0,"Cedar Rapids, IA",16560,IOWA,LINN
LOUISA,IA,19115,,,16570,IOWA,LOUISA
LUCAS,IA,19117,,,16580,IOWA,LUCAS
LYON,IA,19119,,,16590,IOWA,LYON
MADISON,IA,19121,19780.0,"Des Moines-West Des Moines, IA",16600,IOWA,MADISON
MAHASKA,IA,19123,,,16610,IOWA,MAHASKA
MARION,IA,19125,,,16620,IOWA,MARION
MARSHALL,IA,19127,,,16630,IOWA,MARSHALL
MILLS,IA,19129,36540.0,"Omaha-Council Bluffs, NE-IA",16640,IOWA,MILLS
MITCHELL,IA,19131,,,16650,IOWA,MITCHELL
MONONA,IA,19133,,,16660,IOWA,MONONA
MONROE,IA,19135,,,16670,IOWA,MONROE
MONTGOMERY,IA,19137,,,16680,IOWA,MONTGOMERY
MUSCATINE,IA,19139,,,16690,IOWA,MUSCATINE
OBRIEN,IA,19141,,,16700,IOWA,O'BRIEN
OSCEOLA,IA,19143,,,16710,IOWA,OSCEOLA
PAGE,IA,19145,,,16720,IOWA,PAGE
PALO ALTO,IA,19147,,,16730,IOWA,PALO ALTO
PLYMOUTH,IA,19149,,,16740,IOWA,PLYMOUTH
POCAHONTAS,IA,19151,,,16750,IOWA,POCAHONTAS
POLK,IA,19153,19780.0,"Des Moines-West Des Moines, IA",16760,IOWA,POLK
POTTAWATTAMIE,IA,19155,36540.0,"Omaha-Council Bluffs, NE-IA",16770,IOWA,POTTAWATTAMIE
POWESHIEK,IA,19157,,,16780,IOWA,POWESHIEK
RINGGOLD,IA,19159,,,16790,IOWA,RINGGOLD
SAC,IA,19161,,,16800,IOWA,SAC
SCOTT,IA,19163,19340.0,"Davenport-Moline-Rock Island, IA-IL",16810,IOWA,SCOTT
SHELBY,IA,19165,,,16820,IOWA,SHELBY
SIOUX,IA,19167,,,16830,IOWA,SIOUX
STORY,IA,19169,11180.0,"Ames, IA",16840,IOWA,STORY
TAMA,IA,19171,,,16850,IOWA,TAMA
TAYLOR,IA,19173,,,16860,IOWA,TAYLOR
UNION,IA,19175,,,16870,IOWA,UNION
VAN BUREN,IA,19177,,,16880,IOWA,VAN BUREN
WAPELLO,IA,19179,,,16890,IOWA,WAPELLO
WARREN,IA,19181,19780.0,"Des Moines-West Des Moines, IA",16900,IOWA,WARREN
WASHINGTON,IA,19183,26980.0,"Iowa City, IA",16910,IOWA,WASHINGTON
WAYNE,IA,19185,,,16920,IOWA,WAYNE
WEBSTER,IA,19187,,,16930,IOWA,WEBSTER
WINNEBAGO,IA,19189,,,16940,IOWA,WINNEBAGO
WINNESHIEK,IA,19191,,,16950,IOWA,WINNESHIEK
WOODBURY,IA,19193,43580.0,"Sioux City, IA-NE-SD",16960,IOWA,WOODBURY
WORTH,IA,19195,,,16970,IOWA,WORTH
WRIGHT,IA,19197,,,16980,IOWA,WRIGHT
STATEWIDE,IA,19990,,,,,
ALLEN,KS,20001,,,17000,KANSAS,ALLEN
ANDERSON,KS,20003,,,17010,KANSAS,ANDERSON
ATCHISON,KS,20005,,,17020,KANSAS,ATCHISON
BARBER,KS,20007,,,17030,KANSAS,BARBER
BARTON,KS,20009,,,17040,KANSAS,BARTON
BOURBON,KS,20011,,,17050,KANSAS,BOURBON
BROWN,KS,20013,,,17060,KANSAS,BROWN
BUTLER,KS,20015,48620.0,"Wichita, KS",17070,KANSAS,BUTLER
CHASE,KS,20017,,,17080,KANSAS,CHASE
CHAUTAUQUA,KS,20019,,,17090,KANSAS,CHAUTAUQUA
CHEROKEE,KS,20021,,,17100,KANSAS,CHEROKEE
CHEYENNE,KS,20023,,,17110,KANSAS,CHEYENNE
CLARK,KS,20025,,,17120,KANSAS,CLARK
CLAY,KS,20027,,,17130,KANSAS,CLAY
CLOUD,KS,20029,,,17140,KANSAS,CLOUD
COFFEY,KS,20031,,,17150,KANSAS,COFFEY
COMANCHE,KS,20033,,,17160,KANSAS,COMANCHE
COWLEY,KS,20035,,,17170,KANSAS,COWLEY
CRAWFORD,KS,20037,,,17180,KANSAS,CRAWFORD
DECATUR,KS,20039,,,17190,KANSAS,DECATUR
DICKINSON,KS,20041,,,17200,KANSAS,DICKINSON
DONIPHAN,KS,20043,41140.0,"St. Joseph, MO-KS",17210,KANSAS,DONIPHAN
DOUGLAS,KS,20045,29940.0,"Lawrence, KS",17220,KANSAS,DOUGLAS
EDWARDS,KS,20047,,,17230,KANSAS,EDWARDS
ELK,KS,20049,,,17240,KANSAS,ELK
ELLIS,KS,20051,,,17250,KANSAS,ELLIS
ELLSWORTH,KS,20053,,,17260,KANSAS,ELLSWORTH
FINNEY,KS,20055,,,17270,KANSAS,FINNEY
FORD,KS,20057,,,17280,KANSAS,FORD
FRANKLIN,KS,20059,,,17290,KANSAS,FRANKLIN
GEARY,KS,20061,31740.0,"Manhattan, KS",17300,KANSAS,GEARY
GOVE,KS,20063,,,17310,KANSAS,GOVE
GRAHAM,KS,20065,,,17320,KANSAS,GRAHAM
GRANT,KS,20067,,,17330,KANSAS,GRANT
GRAY,KS,20069,,,17340,KANSAS,GRAY
GREELEY,KS,20071,,,17350,KANSAS,GREELEY
GREENWOOD,KS,20073,,,17360,KANSAS,GREENWOOD
HAMILTON,KS,20075,,,17370,KANSAS,HAMILTON
HARPER,KS,20077,,,17380,KANSAS,HARPER
HARVEY,KS,20079,48620.0,"Wichita, KS",17390,KANSAS,HARVEY
HASKELL,KS,20081,,,17391,KANSAS,HASKELL
HODGEMAN,KS,20083,,,17410,KANSAS,HODGEMAN
JACKSON,KS,20085,45820.0,"Topeka, KS",17420,KANSAS,JACKSON
JEFFERSON,KS,20087,45820.0,"Topeka, KS",17430,KANSAS,JEFFERSON
JEWELL,KS,20089,,,17440,KANSAS,JEWELL
JOHNSON,KS,20091,28140.0,"Kansas City, MO-KS",17450,KANSAS,JOHNSON
KEARNY,KS,20093,,,17451,KANSAS,KEARNY
KINGMAN,KS,20095,,,17470,KANSAS,KINGMAN
KIOWA,KS,20097,,,17480,KANSAS,KIOWA
LABETTE,KS,20099,,,17490,KANSAS,LABETTE
LANE,KS,20101,,,17500,KANSAS,LANE
LEAVENWORTH,KS,20103,28140.0,"Kansas City, MO-KS",17510,KANSAS,LEAVENWORTH
LINCOLN,KS,20105,,,17520,KANSAS,LINCOLN
LINN,KS,20107,28140.0,"Kansas City, MO-KS",17530,KANSAS,LINN
LOGAN,KS,20109,,,17540,KANSAS,LOGAN
LYON,KS,20111,,,17550,KANSAS,LYON
MCPHERSON,KS,20113,,,17560,KANSAS,MCPHERSON
MARION,KS,20115,,,17570,KANSAS,MARION
MARSHALL,KS,20117,,,17580,KANSAS,MARSHALL
MEADE,KS,20119,,,17590,KANSAS,MEADE
MIAMI,KS,20121,28140.0,"Kansas City, MO-KS",17600,KANSAS,MIAMI
MITCHELL,KS,20123,,,17610,KANSAS,MITCHELL
MONTGOMERY,KS,20125,,,17620,KANSAS,MONTGOMERY
MORRIS,KS,20127,,,17630,KANSAS,MORRIS
MORTON,KS,20129,,,17640,KANSAS,MORTON
NEMAHA,KS,20131,,,17650,KANSAS,NEMAHA
NEOSHO,KS,20133,,,17660,KANSAS,NEOSHO
NESS,KS,20135,,,17670,KANSAS,NESS
NORTON,KS,20137,,,17680,KANSAS,NORTON
OSAGE,KS,20139,45820.0,"Topeka, KS",17690,KANSAS,OSAGE
OSBORNE,KS,20141,,,17700,KANSAS,OSBORNE
OTTAWA,KS,20143,,,17710,KANSAS,OTTAWA
PAWNEE,KS,20145,,,17720,KANSAS,PAWNEE
PHILLIPS,KS,20147,,,17730,KANSAS,PHILLIPS
POTTAWATOMIE,KS,20149,31740.0,"Manhattan, KS",17740,KANSAS,POTTAWATOMIE
PRATT,KS,20151,,,17750,KANSAS,PRATT
RAWLINS,KS,20153,,,17760,KANSAS,RAWLINS
RENO,KS,20155,,,17770,KANSAS,RENO
REPUBLIC,KS,20157,,,17780,KANSAS,REPUBLIC
RICE,KS,20159,,,17790,KANSAS,RICE
RILEY,KS,20161,31740.0,"Manhattan, KS",17800,KANSAS,RILEY
ROOKS,KS,20163,,,17810,KANSAS,ROOKS
RUSH,KS,20165,,,17820,KANSAS,RUSH
RUSSELL,KS,20167,,,17830,KANSAS,RUSSELL
SALINE,KS,20169,,,17840,KANSAS,SALINE
SCOTT,KS,20171,,,17841,KANSAS,SCOTT
SEDGWICK,KS,20173,48620.0,"Wichita, KS",17860,KANSAS,SEDGWICK
SEWARD,KS,20175,,,17870,KANSAS,SEWARD
SHAWNEE,KS,20177,45820.0,"Topeka, KS",17880,KANSAS,SHAWNEE
SHERIDAN,KS,20179,,,17890,KANSAS,SHERIDAN
SHERMAN,KS,20181,,,17900,KANSAS,SHERMAN
SMITH,KS,20183,,,17910,KANSAS,SMITH
STAFFORD,KS,20185,,,17920,KANSAS,STAFFORD
STANTON,KS,20187,,,17921,KANSAS,STANTON
STEVENS,KS,20189,,,17940,KANSAS,STEVENS
SUMNER,KS,20191,48620.0,"Wichita, KS",17950,KANSAS,SUMNER
THOMAS,KS,20193,,,17960,KANSAS,THOMAS
TREGO,KS,20195,,,17970,KANSAS,TREGO
WABAUNSEE,KS,20197,45820.0,"Topeka, KS",17980,KANSAS,WABAUNSEE
WALLACE,KS,20199,,,17981,KANSAS,WALLACE
WASHINGTON,KS,20201,,,17982,KANSAS,WASHINGTON
WICHITA,KS,20203,,,17983,KANSAS,WICHITA
WILSON,KS,20205,,,17984,KANSAS,WILSON
WOODSON,KS,20207,,,17985,KANSAS,WOODSON
WYANDOTTE,KS,20209,28140.0,"Kansas City, MO-KS",17986,KANSAS,WYANDOTTE
STATEWIDE,KS,20990,,,,,
ADAIR,KY,21001,,,18000,KENTUCKY,ADAIR
ALLEN,KY,21003,14540.0,"Bowling Green, KY",18010,KENTUCKY,ALLEN
ANDERSON,KY,21005,,,18020,KENTUCKY,ANDERSON
BALLARD,KY,21007,,,18030,KENTUCKY,BALLARD
BARREN,KY,21009,,,18040,KENTUCKY,BARREN
BATH,KY,21011,,,18050,KENTUCKY,BATH
BELL,KY,21013,,,18060,KENTUCKY,BELL
BOONE,KY,21015,17140.0,"Cincinnati, OH-KY-IN",18070,KENTUCKY,BOONE
BOURBON,KY,21017,30460.0,"Lexington-Fayette, KY",18080,KENTUCKY,BOURBON
BOYD,KY,21019,26580.0,"Huntington-Ashland, WV-KY-OH",18090,KENTUCKY,BOYD
BOYLE,KY,21021,,,18100,KENTUCKY,BOYLE
BRACKEN,KY,21023,17140.0,"Cincinnati, OH-KY-IN",18110,KENTUCKY,BRACKEN
BREATHITT,KY,21025,,,18120,KENTUCKY,BREATHITT
BRECKINRIDGE,KY,21027,,,18130,KENTUCKY,BRECKINRIDGE
BULLITT,KY,21029,31140.0,"Louisville/Jefferson County, KY-IN",18140,KENTUCKY,BULLITT
BUTLER,KY,21031,14540.0,"Bowling Green, KY",18150,KENTUCKY,BUTLER
CALDWELL,KY,21033,,,18160,KENTUCKY,CALDWELL
CALLOWAY,KY,21035,,,18170,KENTUCKY,CALLOWAY
CAMPBELL,KY,21037,17140.0,"Cincinnati, OH-KY-IN",18180,KENTUCKY,CAMPBELL
CARLISLE,KY,21039,,,18190,KENTUCKY,CARLISLE
CARROLL,KY,21041,,,18191,KENTUCKY,CARROLL
CARTER,KY,21043,26580.0,"Huntington-Ashland, WV-KY-OH",18210,KENTUCKY,CARTER
CASEY,KY,21045,,,18220,KENTUCKY,CASEY
CHRISTIAN,KY,21047,17300.0,"Clarksville, TN-KY",18230,KENTUCKY,CHRISTIAN
CLARK,KY,21049,30460.0,"Lexington-Fayette, KY",18240,KENTUCKY,CLARK
CLAY,KY,21051,,,18250,KENTUCKY,CLAY
CLINTON,KY,21053,,,18260,KENTUCKY,CLINTON
CRITTENDEN,KY,21055,,,18270,KENTUCKY,CRITTENDEN
CUMBERLAND,KY,21057,,,18271,KENTUCKY,CUMBERLAND
DAVIESS,KY,21059,36980.0,"Owensboro, KY",18290,KENTUCKY,DAVIESS
EDMONSON,KY,21061,14540.0,"Bowling Green, KY",18291,KENTUCKY,EDMONSON
ELLIOTT,KY,21063,,,18310,KENTUCKY,ELLIOTT
ESTILL,KY,21065,,,18320,KENTUCKY,ESTILL
FAYETTE,KY,21067,30460.0,"Lexington-Fayette, KY",18330,KENTUCKY,FAYETTE
FLEMING,KY,21069,,,18340,KENTUCKY,FLEMING
FLOYD,KY,21071,,,18350,KENTUCKY,FLOYD
FRANKLIN,KY,21073,,,18360,KENTUCKY,FRANKLIN
FULTON,KY,21075,,,18361,KENTUCKY,FULTON
GALLATIN,KY,21077,17140.0,"Cincinnati, OH-KY-IN",18362,KENTUCKY,GALLATIN
GARRARD,KY,21079,,,18390,KENTUCKY,GARRARD
GRANT,KY,21081,17140.0,"Cincinnati, OH-KY-IN",18400,KENTUCKY,GRANT
GRAVES,KY,21083,,,18410,KENTUCKY,GRAVES
GRAYSON,KY,21085,,,18420,KENTUCKY,GRAYSON
GREEN,KY,21087,,,18421,KENTUCKY,GREEN
GREENUP,KY,21089,26580.0,"Huntington-Ashland, WV-KY-OH",18440,KENTUCKY,GREENUP
HANCOCK,KY,21091,36980.0,"Owensboro, KY",18450,KENTUCKY,HANCOCK
HARDIN,KY,21093,21060.0,"Elizabethtown-Fort Knox, KY",18460,KENTUCKY,HARDIN
HARLAN,KY,21095,,,18470,KENTUCKY,HARLAN
HARRISON,KY,21097,,,18480,KENTUCKY,HARRISON
HART,KY,21099,,,18490,KENTUCKY,HART
HENDERSON,KY,21101,21780.0,"Evansville, IN-KY",18500,KENTUCKY,HENDERSON
HENRY,KY,21103,31140.0,"Louisville/Jefferson County, KY-IN",18510,KENTUCKY,HENRY
HICKMAN,KY,21105,,,18511,KENTUCKY,HICKMAN
HOPKINS,KY,21107,,,18530,KENTUCKY,HOPKINS
JACKSON,KY,21109,,,18540,KENTUCKY,JACKSON
JEFFERSON,KY,21111,31140.0,"Louisville/Jefferson County, KY-IN",18550,KENTUCKY,JEFFERSON
JESSAMINE,KY,21113,30460.0,"Lexington-Fayette, KY",18560,KENTUCKY,JESSAMINE
JOHNSON,KY,21115,,,18570,KENTUCKY,JOHNSON
KENTON,KY,21117,17140.0,"Cincinnati, OH-KY-IN",18580,KENTUCKY,KENTON
KNOTT,KY,21119,,,18590,KENTUCKY,KNOTT
KNOX,KY,21121,,,18600,KENTUCKY,KNOX
LARUE,KY,21123,21060.0,"Elizabethtown-Fort Knox, KY",18610,KENTUCKY,LARUE
LAUREL,KY,21125,,,18620,KENTUCKY,LAUREL
LAWRENCE,KY,21127,,,18630,KENTUCKY,LAWRENCE
LEE,KY,21129,,,18640,KENTUCKY,LEE
LESLIE,KY,21131,,,18650,KENTUCKY,LESLIE
LETCHER,KY,21133,,,18660,KENTUCKY,LETCHER
LEWIS,KY,21135,,,18670,KENTUCKY,LEWIS
LINCOLN,KY,21137,,,18680,KENTUCKY,LINCOLN
LIVINGSTON,KY,21139,,,18690,KENTUCKY,LIVINGSTON
LOGAN,KY,21141,,,18700,KENTUCKY,LOGAN
LYON,KY,21143,,,18710,KENTUCKY,LYON
MC CRACKEN,KY,21145,,,18720,KENTUCKY,MCCRACKEN
MC CREARY,KY,21147,,,18730,KENTUCKY,MCCREARY
MC LEAN,KY,21149,36980.0,"Owensboro, KY",18740,KENTUCKY,MCLEAN
MADISON,KY,21151,,,18750,KENTUCKY,MADISON
MAGOFFIN,KY,21153,,,18760,KENTUCKY,MAGOFFIN
MARION,KY,21155,,,18770,KENTUCKY,MARION
MARSHALL,KY,21157,,,18780,KENTUCKY,MARSHALL
MARTIN,KY,21159,,,18790,KENTUCKY,MARTIN
MASON,KY,21161,,,18800,KENTUCKY,MASON
MEADE,KY,21163,21060.0,"Elizabethtown-Fort Knox, KY",18801,KENTUCKY,MEADE
MENIFEE,KY,21165,,,18802,KENTUCKY,MENIFEE
MERCER,KY,21167,,,18830,KENTUCKY,MERCER
METCALFE,KY,21169,,,18831,KENTUCKY,METCALFE
MONROE,KY,21171,,,18850,KENTUCKY,MONROE
