60810001131292801500121523910000004231211211&3000001121013720         41 4331523
608N1237500050165700763556835074506000513905000000500000500000&0356507390555  31
608S12373021318090210352155050005000500050006812655000582661320002455        131
608T123715000001311114931490000000003155 0802                                131
608112381-722120132231152281000000042111225002000005425013609         44 1716353
60821238571007640386500005000020000406202 1600060600000600061000064          153
60831238355400009330021800543011000050000001510315                            53
6084123850000000000000000000000000000000000500005000000110000                 53
60851238175000500000001127010239500005-001050056310300249---05135             53
60861238500005000000000000000                                                 53
6087123857000005000060000000000000600000855                                   53
608912381012500500000030009003515000291631500166312-000003350002750530455     53
608A123800000002200000005555515115000005000005001505000025155000152001100525  53
608B12381000701150050000050005000000000209                                    53
608N1238500098525701615257885338516000500005000000500000500000&0157516000555  53
608S12383020217056310239500050001270500050002916335000275031210001525        153
608T123811000701150000000000000000005022 0513                                153
6081123911443210152232151101000000761121125002000009400001009         42 1640325
60821239314011500115500005000010000605102 1000050490000490050510045          125
60831239555700003000021300305500000050000005000000                            25
6084123911224910500000000000000000000000000141485000000881125                 25
60851239500000000000000000000000000000000000000000000000000000000             25
60861239500005000000000000000                                                 25
6087123957000004000030000000000000000000755                                   25
6089123910215005000000000000035150002775315000000140021171350002775530545     25
608A123900000001200000005555555115000005000005000005013005455001300000404748  25
608B12391000621150050000050005000000000209                                    25
608N1239500075255701242557875271510000511255000000500000500000&0157511125555  25
608S12393020250000000000000000000000000050002775305000277531440013005        125
608T123911000621111224910500000000005022 0000                                125
6081124018928250190041150881000000541112325002000005121017418         43 3646428
60821240453000040225500005000010000300102 0500090000000000030500040          128
60831240316111003000021639305500000050000005000000                            28
6084124011223812490000000000000000000000000500001210001000150                 28
60851240500000000000000000000000000000000000000000000000000000000             28
60861240500005000000000000000                                                 28
6087124057000005000010000000000000000000055                                   28
608912401031000500000000000001515000310041500348412-000002250002752530655     28
608A1240131121-0000000005555555115000005000005000005013025435001302000404248  28
608B12401000481150050000050005000000000109                                    28
608N124050006452570064525667520850500050150500000050000050000080256505150555  28
608S12403020250000000000000000000000000050003100445000275231240013025        128
608T124011000481111223812490000000001222 0000                                128
6081124115830290150041151311000000633111321365000002110508418         43 5422523
60821241000000000000000005000040085000565 0000000000000000000000000          123
60831241535&00001150042100545311300050000005000000                            23
6084124111115222525320011400505131160000000500005000000112490                 23
60851241500000000000000000000000000000000000000000000000000000000             23
60861241103165000000000000000                                                 23
6087124157000008000010000002000090900000515                                   23
6089124150000005000000000000005150004858515003084150040002550004550550088     23
608A1241224600-0050000005555515505000005000005004505000005255000450002000926  23
608B12411000901150050000050005000000000209                                    23
608N1241500059345700794056855122500000524905005000500000500000&0250507490555  23
608S12413023550000000000000000000000000050004858545000455051520004505        123
608T124111000901111115222523200114005049 0000                                123
6081124211441210152232151101000000633122421325000004121011018         42 1315625
60821242151000010035500005000010000505105 0900050400000400040500045          125
60831242555300003000045200555500000050000005000000                            25
6084124211115031490000000000000000000000000500003128008001685                 25
608512421750001500035050000500005000053-0500005971015439----05975             25
60861242500005000000000000000                                                 25
6087124257101009000030000001001000600050855                                   25
6089124210588805000000000000025150006044625005335150051112650005511560799     25
608A1242111512-0000000005555555115000005000005000005000065115000006000100114  25
608B12421000301150050000050005000000000109                                    25
608N1242500054875701074157845091509000516855000000500000500000&0356510685555  25
608S12423023517059750000135050005000500050006044655000551161510000065        125
608T124211000301111115031490000000003144 0597                                125
6081124316058190190021151271000000323111121113000003121017918         43 5354545
60821243000000000000000005000040040000543 0000000000000000000000000          145
60831243112425111110075452545311800050000005000000                            45
6084124311114813480000000000000000000000000500003124503000800                 45
6085124316500050000000500001040050000500050000400500004-----04004             45
60861243500003-0000-700000000                                                 45
6087124356000007000010000000000000500300025                                   45
6089124310440005000000000000005150004500515004954130038002450004005550677     45
608A124355--00-0050000005155515115017085000005002255001755555002108402104749  45
608B12431000831150050000050005000000000209                                    45
608N124350003208560032085533507150000050800500000050000050000025250500800555  45
608S12433021316040010400500050005000500050004500545000400551350021085        145
608T124311000831111114813480000000003149 0400                                145
6081124417-56590100022151375303600521121121244000005421007518         23 5306450
60821244000000000000000005000040030000534 0000000000000000000000000          150
608312445162130013&0045200545500000050000005000000                            50
6084124411225128524190010900465231055000000500005000000991455                 50
60851244500000000000000000000000000000000000000000000000000000000             50
60861244500005000000000000000                                                 50
6087124454000005012640000020000000800000325                                   50
6089124410300005000000000000005150003200415001023140032003450003098540655     50
608A1244122100100-0000005555555505000005000005000005000005005000000000000002  50
608B12441000501150050000050005000000000209                                    50
608N1244500007795400145553815024500000514555000000500000500000&0250501455555  50
608S12443022450000000000000000000000000050003200435000309841400000005        150
608T124411000501111225128521900109005038 0000                                150
6081124516553100190031251571000000632131121214000008880016318         42 5328447
60821245&0000000000000000-0000-000000-9-- 0000000000000000000000000          547
6083124518--00008000035439548000000050000005000000                            47
6084124550000000000000000000000000000000000500003210007000000                 47
6085124514128950000000500005000050000500050000289500001-----02893             47
60861245500005000000000000000                                                 47
6087124558000005000500000010000000300000855                                   47
6089124550000045000000000000045150003015415000000140024302350003015540055     47
608A1245122200-0000000005555515505000005000005003755000005215000375002001226  47
608B12451002001150050000050005000000000409                                    47
608N1245500132705801847557885440518100500005000000500000500000&0257518100555  47
608S12453022414028950000500012895000500050003015405000301541420003755        147
608T124511002001150000000000000000003228 0289                                147
6081124615234-8210002115229500000006222111500100000&&00004418         21 4767106
60821246000000000000000005000040-000006-1 0000000000000000000000000          106
60831246536300003000031639545500000050000005000000                            06
60841246500000000000000000000000000000000001----5000000880000                 06
60851246500000000000000000000000000000000000000000000000000000000             06
60861246500005000000000000000                                                 06
6087124657000001000520000010000000000000155                                   06
6089124650000005000000000000005050000000005000000020000001050000000500011     06
608A1246000000011000000055555551150000050000050000050505056550050500006&00&0  06
608B12465000005750050000050005000000000009                                    06
608N124650005045570050505600500&50000050000500000050000050000000150500000555  06
608S12463210150000000000000000000000000050000000005000000010260050505        106
608T124615000005750000000000000000005016 0000                                106
6081124714928170110022151531000000-32221225002000003121008618         43 4-54447
60821247000000000000000005000040045000542 0000000000000000000000000          147
60831247515411001114136516305500000010525105000000                            47
608412475000000000000000000000000000000000050000-000000880000                 47
60851247500000000000000000000000000000000000000000000000000000000             47
60861247500001-000-0000000000                                                 47
6087124755000006000070000000000000000000055                                   47
6089124710350005000000000000005150003500415004284120045004550003072540665     47
608A1247122100-0000000005155515115025625000005001005002005515002862501208269  47
608B12471001801150050000050005000000000309                                    47
608N124750002862550028625404508250000050000500000050000050000000250500000555  47
608S12473020250000000000000000000000000050003500445000307241250028625        147
608T12471100180115000000000000000000-038 0000                                147
6081124815825170110031151301000000732221111374000003121008418         43 4904247
60821248000000000000000005000063000000704 0000000000000000000000000          147
6083124853--0000---0061600545500000050000005000000                            47
6084124850000000000000000000000000000000000500005000000880000                 47
60851248500000000000000000000000000000000000000000000000000000000             47
60861248500005000000000000000                                                 47
60871248520000020600-0000041000025000000355                                   47
6089124810100005000000000000005150001000225000000140009002150001000520422     47
608A124800000001200000005555555505000005000005000005000005005000000000000002  47
608B12481000221150050000050005000000000109                                    47
608N12485-000625520000005010500&5000005000050000005000005000000&150500000555  47
608S12483013450000000000000000000000000050001000205000100021400000005        147
608T124811000221150000000000000000005016 0000                                147
60811249140562701900311517910000004231112212&4000002221018518         43 4353523
60821249000000000000000005000040075000564 0000000000000000000000000          123
608312491122120011100734001-5221500050000005000000                            23
6084124911115010500000000000000000000000000500005000000131275                 23
60851249500000000000000000000000000000000000000000000000000000000             23
60861249500001030005200000000                                                 23
6087124958000007010010000021511150000100&55                                   23
6089124910365005000000300070005150004350515003314140036002450004019550677     23
608A1249122100-0000000005555515125000005000005002805030005515003280002507559  23
608B12491004001110150100010105180000000409                                    23
608N1249500124055802365557875285500000512755000000518000501000&0250520275555  23
608S12493022450000000000000000000000000050004350545000401951450032805        123
608T124911004001111115010500000000005039 0000                                123
6081125014724240151031151901000000741111225002000004221005103         44 2615525
60821250450000040200500005000010000400102 0750090000000000040750050          125
60831250556153009310045739305320950050000005000000                            25
6084125011225024523200010625414731100000000500005000000991630                 25
60851250500000000000000000000000000000000000000000000000000000000             25
60861250500005000000000000000                                                 25
6087125057000007000030000000000000800000455                                   25
6089125010460005000000000000005150004600515006485120042502550003952540677     25
608A1250312122-0000000005155555505000645000005000005000005155000064100000114  25
608B12505000005750050000050005000000000009                                    25
608N1250500081945700919456865178507500516305000000500000500000&0256509130555  25
608S12503020250000000000000000000000000050004600555000395241210000645        125
608T125015000005711225024522000106255043 0000                                125
6081125111537320172243151621000000222131125002000003121013403         42 1254812
60821251711150001500500005000010000707102 2700070800000800071900074          112
60831251330000003400045200445500000050000001111000                            12
6084125111225021524240011600505020000000000500005000000111595                 12
60851251175000500000005000050000152505200500005505000057----05505             12
60861251500005000000000000000                                                 12
608712515&00000-000020000000000000800000951                                   12
608912511045000500000007067500515001125081502162712-0000028500090885706&0     12
608A125121833210000000005151115505008545010001026485000001551004502345004049  12
608B1251100250111035&000050005000000000409                                    12
608N1251101400975&148097198&5&005270005159550000005000005&0000&03581&0000155  12
608S125130202170550500005000500050001250500112508750009088712-0045025        112
608T125111002501111225021522400116005055 0550                                112
6081125215915150120041151141000000631111131265000004110&08303         43 3405344
60821252000000000000000005000040040000545 0000000000000000000000000          144
60831252330000005510043400545500000050000005000000                            44
6084125211224013524043550000000045000000000500005000000110195                 44
60851252500000000000000000000000000000000000000000000000000000000             44
60861252500001035005800000000                                                 44
6087125253000004010060000020000000500000155                                   44
608912525000000102600200000000515000284031500000016-000003350002840535045     44
608A125200000001100000005555555505000005000005000005000005005000000000000002  44
608B12521001561150050000050005000000000309                                    44
608N1252500000955300019551815003500000501955000000500000500000&0150500195555  44
608S12523032550000000000000000000000000050002840305000284031600000005        144
608T125211001561111224013520435500005022 0000                                144
60811253139232701500411507610000001131112211&3000003121008903         43 4324423
60821253150000010006500005000010000706103 0850060515000515040335037          123
60831253111223221114021819125500000050000001710260                            23
608412531122471053000000000000000000000000050000&208251000790                 23
6085125312500050000000500001008950000500050000089500004-----00891             23
60861253500001017500000000000                                                 23
6087125356000006000070000005000250100360855                                   23
6089125310392005000000010001005150003930425003854130044004550003545540666     23
608A1253122271100000000051555151250025650000050009050012052-5000466201101226  23
608B12531000551150050000050005000000000209                                    23
608N1253500047165601011657855120508500507905000000500000500000&0256509290555  23
608S12533021312008910089500050005000500050003930445000354541320004665        123
608T12531100055111122471053000000000&239 0089                                123
6081125414215260150032150891000000522121321123000003121034103         41 3314626
60821254000000000000000001015010000607103 1200070800050815050385037          126
60831254336100001110076500555500000050000005000000                            26
6084125411224031523-00050000000050000000000138515000000--0210                 26
60851254500000000000000000000000000000000000000000000000000000000             26
60861254500005000000000000000                                                 26
6087125456000008000040000000000000-00000955                                   26
608912541050000500000000000000515000500061500594513-000003550004406550788     26
608A125412212210000000005555515505000005000005000205000005155000020001000114  26
608B12541002001150050000050005000000000409                                    26
608N1254500040805601223057845082512000502105000000500000500000&0357512210555  26
608S12543021350000000000000000000000000050005000655000440651310000205        126
608T12541100200111122403152-000500005044 0000                                126
6081125513561280150022151061000000631121225002000004121005403         42 4215623
60821255251000020075500005000010000504102 0525040200000200030325034          123
60831255331300003000066518305500000050000005000000                            23
6084125511224828524099510300425131050000000500005000000110925                 23
6085125514500015000250500005000050000500050000250101253-----02503             23
60861255500001025040000000000                                                 23
6087125556000009000020000000000000700000555                                   23
6089125510625005000000000000005150006250625010116120056002650005239560799     23
608A1255122400-0000000005555515505000005000005001005000005155000100001000214  23
608B12551002151150050000050005000000000409                                    23
608N1255500036505600627556835058505250509255000000500000500000&0356506175555  23
608S12553020214025050000125050005000500050006250665000523961210001005        123
608T125511002151111224828520995103005050 0250                                123
608112561391524015204115077100000006222121500100000&&00008903         43 2767125
60821256454000040237500005000010000600101 0900090000000000040900050          125
6083125635566300-3&0090000905500000050000001110350                            25
6084125650000000000000000000000000000000000500005000000880000                 25
60851256500000000000000000000000000000000000000000000000000000000             25
60861256500005000000000000000                                                 25
60871256190000010000-0000000000000000000055                                   25
608912565000000500000002003802515000079411500000012-000004250000794510011     25
608A12560000000--00000005555515145000005000005007005060005655006700003684490  25
608B12565000005710110950050005000000000009                                    25
608N12561002520019025200185&5&0050900050000500000050000010950073156118500511  25
608S12563010150000000000000000000000000050000794105000079411260067005        125
608T125615000005750000000000000000005011 0000                                125
6081125714730240151031151171000000763111125002000009400005103         44 2660425
60821257000000000000000005000010000200102 1550090000000000061550070          125
60831257355700003000023900545500000010150105000000                            25
6084125750000000000000000000000000000000000500005000000880000                 25
60851257500000000000000000000000000000000000000000000000000000000             25
60861257500005000000000000000                                                 25
6087125759000006000030000000000000000000055                                   25
6089125710360005000000000000025150003825415001813140032502450003644540667     25
608A1257132122-000000000515151511505978503000500100500900563500997865132618&  25
608B12571000161150050000050005000000000109                                    25
608N125750025478590254785859566651550050000500000050000050000061257515500555  25
608S12573020250000000000000000000000000050003825435000364441460099785        125
608T125711000161150000000000000000005033 0000                                125
6081125814752480100031151905103900741111231285000004121005103         24 4535657
6082125836-000030160500005000010000825105 0900050340000340040560044          157
60831258311100003000035239305500000050000001113000                            57
6084125811224110500000000000000000000000000500005000000110270                 57
60851258145000500000005000050000152005-00500002501009759----02503             57
60861258500005000000000000000                                                 57
6087125857000008000040000000000000300000655                                   57
6089125810440001008000000000005150005200625005115140050003650004689553688     57
608A125812212210000000005555515115000005000005005605002005315000760003201527  57
608B12581001601150050000050005000000000309                                    57
608N1258500065335701003057855126509000502705000000500000500000&0356509270555  57
608S12583032514025050000500050005000120050005200655000468951430007605        157
608T125811001601111224110500000000005049 0250                                157
6081125914110360180042152461000000642121521264000002110604003         41 3562714
60821259-71-000--00050000500001000050-104 18000--00000-00006-0000--          114
608312593300000054000900005-550000001-000105000000                            14
6084125911115033500000000000000000000000000500005000000111695                 14
6085125914500050000000500005000050000570050000250500009-----02503             14
60861259500001029904100000000                                                 14
608712591900000-001260000010000000300000911                                   14
608912595000000500000000000000111000944271101429614-0000036100080131700&0     14
608A1259131121-001-000005155515115068325000005002505004005651007482602207950  14
608B12591-00001150050000050005000000000-09                                    14
608N1259100461051905493719881488518000516951027760500000500000&0357147455551  14
608S12593022414025050000500050005000500010009442761000801371460074825        114
608T12591-000001511115033500000000005055 0250                                114
608112601410926015004115246100000006122121500200000&&00004023         41 3707126
60821260000000000000000005000040020000522 0000000000000000000000000          126
60831260111600009000090000-05500000050000005000000                            26
6084126050000000000000000000000000000000000500005000000880000                 26
60851260500000000000000000000000000000000000000000000000000000000             26
60861260500005000000000000000                                                 26
6087126050000001000020000000000000000000055                                   26
608912605000000500000000000003515000069611500000002-000002150000696510011     26
608A126000000009900000005555555505000005000005000005000005005000000000000002  26
608B12601000251150050000050005000000000109                                    26
608N12605000000050000000501050005000005000050000005000005000000&150500000555  26
608S12603010250000000000000000000000000050000696105000069610200000005        126
608T126011000251150000000000000000005011 0000                                126
6081126114761200150031151901000000761111225002000009400005123         44 5610223
60821261000000000000000005000010000600102 1000090000000000051000060          123
60831261536100003000033900305500000050000005000000                            23
6084126150000000000000000000000000000000000500005000000880000                 23
60851261500000000000000000000000000000000000000000000000000000000             23
60861261500005000000000000000                                                 23
6087126158000003000020000000000000000000055                                   23
6089126150000005000000000000045150001651225000000040010921250001651520033     23
608A126100000001100000005555515505000005000005000505000005155000050001000314  23
608B12615000001250050000050005000000000800                                    23
608N12615001005058010050577956095100005000050000005000005000000-157510000555  23
608S12613020250000000000000000000000000050001651205000165120410000505        123
608T126115000001450000000000000000005017 0000                                123
6081126214113360180042152461000000042221245004000005421004023         41 3726214
60821262000000000000000005000040060000554 0000000000000000000000000          114
608312625-5400009--0090000125500000050000005000000                            14
6084126250000000000000000000000000000000000500005000000880000                 14
60851262500000000000000000000000000000000000000000000000000000000             14
60861262500005000000000000000                                                 14
60871262530000030000-0000000000000000000055                                   14
608912621014040500000000000002515000166822500000004-000004350001668520433     14
608A126200000001200000005555515115000005000005001005002005255000300001201826  14
608B12621001001150050000050005000000000309                                    14
608N126250000300530003005101501850000050000500000050000050000000150500000555  14
608S12623040450000000000000000000000000050001668205000166820420003005        114
608T126211001001150000000000000000005011 0000                                114
6081126313610140131041150341000000760111125002000009-00005523         42 2600146
60821263000000000000000005000010000100102 0700090000000000030700040          146
6083126353--00003000021800305500000050000005000000                            46
6084126350000000000000000000000000000000000500005000000880000                 46
60851263500000000000000000000000000000000000000000000000000000000             46
60861263500005000000000000000                                                 46
6087126357000001000050000000000000000000055                                   46
6089126350000005000000000000035150000912125000000040009003150000912510011     46
608A126300000001100000005555555505000005000005000005000005005000000000000002  46
608B12635000005750050000050005000000000009                                    46
608N12635000700057007000567957685070005000050000005000005000000-156507000555  46
608S12633020250000000000000000000000000050000912105000091210400000005        146
608T126315000005750000000000000000005011 0000                                146
6081126414737240151031151171000000212111225002000003121015123         44 2254525
60821264000000000000000005000040045000542 0000000000000000000000000          125
60831264111200003000036552122020900010075105000000                            25
6084126411115021500000000000000000000000000500005000000180000                 25
60851264500000000000000000000000000000000000000000000000000000000             25
60861264500001165064740050000                                                 25
6087126455000008000010000000000000000000055                                   25
6089126410389005000000000000035150004730515005085120018001250004222550688     25
608A1264111100-0000000005155555155001925000005000005021595535002351100505049  25
608B12641001001150050000050005000000000309                                    25
608N126450002351550023515403505050000050000500000050000050000000250500000555  25
608S12643020250000000000000000000000000050004730555000422251250023515        125
608T126411001001111115021500000000005043 0000                                125
6081126514101140151041152341000000742121121264000003121004023         41 2524546
60821265000000000000000005000010000300104 0700090000000000030700040          146
60831265316111009000046500125500000050000005000000                            46
6084126511--4910490000000000000000000000000500005000000111125                 46
60851265500000000000000000000000000000000000000000000000000000000             46
60861265500001115064760000000                                                 46
6087126558000007000020000000000000000000055                                   46
608912651040000500000000000000515000400051500261414-000002450003739540677     46
608A126512220010000000005555515115000005000005000305003005255000330001200826  46
608B12651001001150050000010305030000000309                                    46
608N126550011455580114555767528650700051125500000050300050000097256511125555  46
608S12653022450000000000000000000000000050004000545000373941420003305        146
608T126511001001111--4910490000000005033 0000                                146
6081126613608140111031150601000000533112125002000004121015523         42 2215446
60821266000000000000000005000040016000512 0000000000000000000000000          146
60831266112311003000033900301021100050000005000000                            46
6084126650000000000000000000000000000000000500005000000--0000                 46
60851266185000500000001535010524500005000107508745000024----07996             46
60861266100481135065800000000                                                 46
6087126614000006000070000003000210700823255                                   46
6089126610383005000000000000005150003830415004984120045004550003332540666     46
608A1266132600-0000000005555555135000005000005000005000605155000060000100214  46
608B12661001601150050000050005000000000309                                    46
608N126610000625140008831201101650000050000500000050000050000000250100000515  46
608S12663020218087410524500050001350500050003830445000333241210000605        146
608T126611001601150000000000000000005033 0799                                146
6081126714747140111031151901000000521111121214000004221015123         44 2335646
60821267000000000000000005000010000603104 0750030080000080040670042          146
60831267112311005510045200545500000010025101120600                            46
6084126711224921500000000000000000000000000500005000000261305                 46
6085126712500050000000500001009050000500050000090500004-----00901             46
60861267500005000000000000000                                                 46
6087126757000008000020000000000000100000355                                   46
6089126710534405000000000000005150005344615005555140040001550004789550788     46
608A126712732210000000005155555155001285000005000005006205335000748100301427  46
608B12671003331150050000010505002000000409                                    46
608N1267500089535700975356865168507500513055000000500200500000&0356509005555  46
608S12673022412009010090500050005000500050005344655000478951430007485        146
608T126711003331111224921500000000005044 0090                                146
60811268133534601-0031151395000000223111425002000001110&13923         21 3241561
60821268000000000000000005000040130000572 0000000000000000000000000          161
60831268111200001150021300125500000050000005000000                            61
6084126811225210524253910900485235000000000500005000000111865                 61
60851268195000500000005000013000500005-00500031505000049----31507             61
60861268500005000000000000000                                                 61
6087126851&20007000010000001004500&00650855                                   61
608912681030000100600000000000515000460052500648512-000001250003952543677     61
608A126821320000000000005555515115000005000005003005008005455001100002302438  61
608B12685000005750050000050005000000000009                                    61
608N12685-002885510036155510500&5000005186550000005000005000000&250501865555  61
608S12683020219315013000500050005000500050004600555000395241240011005        161
608T126815000005711225210522539109005043 3150                                161
6081126914728240161031151171000000641111231376000002131305123         44 2502625
60821269551000040400500005000010000505106 1000050340000340050660044          125
60831269132300003000021800125311100050000005000000                            25
6084126950000000000000000000000000000000000500005000000--0000                 25
60851269165000500000001524050000500005100500004775000026----04774             25
60861269500001055060000000000                                                 25
60871269580000090000-0000000000000505000615                                   25
608912691006000500000000000000515000620062500466426-00000--50005734560399     25
608A1269324000-0050000005555555505000005000005000005000005005000000000000002  25
608B12691001201150050000050005000000000309                                    25
608N126950021600580250005868534851000050000501000050000050000093357520000555  25
608S12693033616047750000500050001240500050006200645000573462600000005        125
608T126915000001350000000000000000005044 0477                                125
6081127014757280150031151901000000633111-21436000003121015105         44 4314523
60821270251000020050500005000010000606106 1000060710000710050290038          123
60831270111500001111546559125500000050000001510150                            23
6084127011224110490000000000000000000000000500003203002000270                 23
6085127014500015000250500005000050000500050000250101503-----02503             23
60861270500001030050000000000                                                 23
6087127055000008021010000031501080300000955                                   23
6089127010435025000000000000025150004830525001353160044002550004695550688     23
608A1270224&00-0000000005555515165000005000005001505000455155000195001100415  23
608B12701001251150050000050005000000000309                                    23
608N1270500019255501046557825040510000502705000000500000500000&0257510270555  23
608S12703024614025050000125050005000500050004830535000469551610001955        123
608T127011001251111224110490000000003249 0250                                123
6081127113523140151031152251000000043221535003000001121005405         42 2701646
60821271521036000360101405000010000402103 0800090000000014040786051          146
60831271330000003000043400545500000050000005000000                            46
6084127111225121510000000000000000000050000500005000000542020                 46
6085127116500050000000113255000050000500010300325101852-----02953             46
60861271500005000000000000000                                                 46
6087127157000008015020000020000000300000255                                   46
6089127110500005000000000000005150005000625004054130047002550004595550788     46
608A1271111215-0000000005555555505000005000005000005000005005000000000000002  46
608B12711001401150050000050005000000000309                                    46
608N1271500095455701002057865191508000520205000000500000500000&0356510020555  46
608S12713030316032550000500050001325500050005000645000459551300000005        146
608T127111001401111225121510000000005044 0295                                146
6081127214740340181031151901000000213111421113000006521005105         44 2337314
6082127200000000000000000-00004007700&563 000000000000-000000000000          114
608312721111230011100-5239305500000050000005000000                            14
6084127211224710523-00050000000050000000000500001123004000790                 14
60851272175000500000005000010535500005-00500006611014049----06615             14
60861272500005000000000000000                                                 14
60871272550000040000-0000000000000-00000155                                   14
608912721028050500000000000000515000280532500162313-00000--50002643530544     14
608A1272000000021000000051555151150021450000050025050010053-5000564202102036  14
608B12721001041150050000050005000000000309                                    14
608N127250001214550013545352504350000050790500000050000050000065150500790555  14
608S12723021317066110535500050005000500050002805335000264331330005645        114
608T12721100104111122471052-000500001122 0661                                114
6081127311234-201021411516452079005331114214&6000002540613105         21 1362706
60821273617065000650500005000010000829106 -0000816000016000--0000--          106
60831273332326153350021639545500000020400105000000                            06
6084127311224820490000000000000000000000000500005000000120980                 06
60851273175000150002805000050000500005100-00005805000036----05805             06
60861273500005000000000000000                                                 06
608712731900000-000020000000000000600000&11                                   06
60891273109750050000000100015051500097657150118361600875027500085825707&0     06
608A127311116210000000005155515115012815000005006005036505655005531403505740  06
608B12731013341110350033050005000000000609                                    06
608N1273100330601904906018881339117219509805025000500000500330&0317143529551  06
608S12733024617058050000128050005000500050009765765000858271660055315        106
608T127311013341111224820490000000005055 0580                                106
6081127414111360180042152461000000632111231174000004121004005         41 3425514
60821274000000000000000005000040045000544 0000000000000000000000000          114
60831274330000009000022100705500000050000005000000                            14
6084127411224710510000000000000000000050000500005000000140790                 14
60851274500000000000000000000000000000000000000000000000000000000             14
60861274500005000000000000000                                                 14
6087127455000007000050000000000000000000055                                   14
608912741035000500000001000500515000433352500162314-000003550004171550677     14
608A1274111&00-0000000005555515505000005000005002505000005255000250002000625  14
608B12741001001110150010050005000000000309                                    14
608N127450001140550011405352502650000050790500000050000050010078250500890555  14
608S12743031450000000000000000000000000050004333535000417151420002505        114
608T127411001001111224710510000000005033 0000                                114
6081127514579200190041252161000000622111221163000008880005705         42 5418624
60821275&0000000000000000-0000-000000-9-- 0000000000000000000000000          524
60831275585500008000025239128000000050000005000000                            24
6084127511224713490000000000000000000000000500001120003000755                 24
608512751916001500040050000102005000050001175120010300134---10257             24
60861275500005000000000000000                                                 24
6087127558000009000000000000000000800000655                                   24
608912755000006800000010000350515000560061500733513-00000265000486755&098     24
608A1275121552-0000000005555515125000005000005000105000265155000036001100114  24
608B12751000261150050000050005000000000109                                    24
608N1275500176915802079157885316520000507555000000500000500000&0357520755555  24
608S12753021319120010200140016005000500050005600655000486751310000365        124
608T127511000261111224713490000000001140 1025                                124
6081127614722840102031151905166600633111225002000002221005105         24 2253727
6082127600000000000000000-00004007000&552 000000000000-000000000000          127
60831276516211001--0045531301020900050000005000000                            27
6084127611114928490000000000000000000000000500005000000121050                 27
6085127616500015000375500005000050000500050000375102003-----03754             27
608612765000030350000000-0000                                                 27
608712761800000-000010000000000000400000211                                   27
60891276109600050000000000000051500096007250160161300860027500079995707&0     27
608A127613812&-0050000005555515115000005000005011005018005555002900004403039  27
608B12761000241150050000050005000000000109                                    27
608N127610020060180202601767120950000051050101631050000050000087350117360511  27
608S12763020216037550000137550005000500050009600765000799971350029005        127
608T127611000241111114928490000000005055 0375                                127
608112771125922014224115042100000005222181500100000&&00003205         41 1727224
60821277000000000000000005000030000500301 0700090000000000030700040          124
60831277336100003000046500305500000050000005000000                            24
6084127750000000000000000000000000000000000500005000000880000                 24
60851277500000000000000000000000000000000000000000000000000000000             24
60861277500005000000000000000                                                 24
6087127757000002000050000000000000000000055                                   24
6089127750000005000000300078035150001300215000241110013003250001276520022     24
608A127700000001200000005155555505002565000005000005000005255000256200002035  24
608B12775000001250050000050005000000000809                                    24
608N127750007256570072565669555850700050000500000050000050000096156507000555  24
608S12773010150000000000000000000000000050001300215000127621120002565        124
608T127715000001250000000000000000005011 0000                                124
6081127813221240142041150411000000631111321466000004221003805         41 2435425
60821278000000000000000005000010000826106 1150060700000700050450037          125
60831278330000003000046552545500000050000005000000                            25
6084127811225013523145050000000045000000000500005000000991235                 25
60851278500000000000000000000000000000000000000000000000000000000             25
60861278500005000000000000000                                                 25
60871278570000050000-0000000000000800000855                                   25
608912781030000500000000000000515000300042500000016-00000-350003000540655     25
608A127812260010000000005555515505000005000005009005000005355000900003003037  25
608B12781001501150050000050005000000000309                                    25
608N1278500066355701363557875221511500512355000000500000500000&0257512735555  25
608S12783024650000000000000000000000000050003000405000300041630009005        125
608T127811001501111225013521450500005022 0000                                125
608112791411626014004115246100000006122111500100000&&00004005         41 3707126
60821279451000040200500005000010000100101 1500090000000000061500070          126
60831279536800009000046500905500000050000005000000                            26
6084127950000000000000000000000000000000000500005000000880000                 26
60851279500000000000000000000000000000000000000000000000000000000             26
60861279500005000000000000000                                                 26
6087127958000001000050000000000000000000055                                   26
608912795000000500000000000001515000007511500000002-000003150000075510011     26
608A127900000001200000005555555505000005000005000005000005005000000000000002  26
608B12795000005750050000050005000000000009                                    26
608N12795001500058015000577&5&005150005000050000005000005000000-157515000555  26
608S12793010150000000000000000000000000050000075105000007510200000005        126
608T127915000005750000000000000000005011 0000                                126
6081128015801250150042151301000000752121525002000007425018421         43 3649828
60821280-510000--000500005000010000404102 1800040200000200061600072          128
608312805557000030000220--225500000050000005000000                            28
6084128012115120510000000000000000000010200500005000000--3350                 28
6085128016500050000000500005000015350500050000350100805-----03504             28
60861280500003-0000-700000000                                                 28
608712805800000-075030000040000000400000651                                   28
